"GCM","scenario","proj.year","Act","Fdi","At","Ep","Pj","Acb","Sb","Sw","Pli","Bb","Bl","Bg","Cw","Dr","Fdc","Mb","Plc","Hw","Pw","Ss","Ps","Bc","Yp","Oc","Lw","Ba","Bp","Yc","Hm","Se"
"CNRM-ESM2-1","ssp245",2041,42688,241,363,17500,0,0,0,0,328,0,1350,34114,66831,43908,31576,32605,857,61840,24663,29049,0,0,475,0,30,34694,857,13652,8592,0
"EC-Earth3","ssp245",2041,40884,292,628,15841,0,0,0,0,390,0,664,34042,68728,45693,33108,32425,768,64280,26112,31152,0,0,2806,0,231,30242,768,10939,6660,2
"GFDL-ESM4","ssp245",2041,28787,62,51,9038,0,0,0,0,58,0,430,17720,61735,44352,26774,26836,610,64083,14004,45485,0,0,7262,458,15,34513,610,13105,8335,5
"GISS-E2-1-G","ssp245",2041,44714,150,181,14876,0,0,0,0,230,0,1426,27083,68229,47763,27126,27139,708,61815,19309,35621,0,0,1050,0,7,39236,708,9207,5870,0
"MIROC6","ssp245",2041,37218,92,126,12683,0,0,0,0,152,0,874,24931,65699,45565,28405,27366,648,63555,19272,37158,0,0,3898,1,17,35798,648,11732,7500,0
"MPI-ESM1-2-HR","ssp245",2041,41189,390,279,15664,0,0,0,0,459,0,1870,29011,64410,44281,30205,34935,752,58912,18663,35401,0,0,914,0,16,36289,752,13432,8874,0
"MRI-ESM2-0","ssp245",2041,47527,297,653,14724,0,0,0,0,608,0,1198,27641,70234,49094,26490,29384,618,59841,18088,38712,0,0,366,0,201,39286,618,7250,4449,5
"ensemble","ssp245",2061,40078,48,138,12003,0,0,0,0,54,0,493,24716,68020,49297,29588,31147,838,63414,18352,41144,0,0,4485,2,29,34946,838,8118,4718,0
"ACCESS-ESM1-5","ssp245",2061,41298,375,390,13580,0,0,0,0,312,0,368,30502,67852,55381,40949,46250,1876,63491,20601,43253,0,152,7836,1527,374,21650,1876,1660,188,1
"CNRM-ESM2-1","ssp245",2061,39168,73,279,12581,0,0,0,0,92,0,550,25703,67600,47311,29380,29142,734,63438,19210,39165,0,0,4096,0,62,34939,734,9868,5918,0
"EC-Earth3","ssp245",2061,36596,212,572,8880,0,0,0,0,198,0,567,18246,67755,50502,26796,24948,540,64343,13749,47019,0,6,7247,1,173,33879,540,5389,3365,1
"GFDL-ESM4","ssp245",2061,37050,133,124,13624,0,0,0,0,133,0,623,28275,64842,45236,32062,32670,810,63203,21891,35060,0,0,3760,25,15,32577,810,12708,7615,3
"GISS-E2-1-G","ssp245",2061,39990,41,96,10690,0,0,0,0,82,0,714,20485,67795,49808,25519,25534,639,63248,15190,43586,0,0,4514,0,14,38250,639,7210,4403,0
"MIROC6","ssp245",2061,33467,34,30,8922,0,0,0,0,39,0,534,17249,64907,48083,28715,30269,666,63886,13303,47310,0,0,7089,209,6,36062,667,9374,5676,1
"MPI-ESM1-2-HR","ssp245",2061,43542,75,158,13018,0,0,0,0,110,0,1624,24648,66968,50238,30988,43390,891,57477,13320,47072,0,0,2034,0,22,35648,892,7488,4546,0
"MRI-ESM2-0","ssp245",2061,44887,257,506,12912,0,0,0,0,377,0,910,25559,69684,49941,27067,27791,636,61252,17647,39965,0,0,1982,0,176,37125,636,6376,3941,5
"ensemble","ssp245",2081,35860,22,65,8304,0,0,0,0,16,0,256,17979,66750,52276,29738,30074,952,64456,13327,48996,0,2,8025,602,19,32884,952,4784,2733,0
"ACCESS-ESM1-5","ssp245",2081,36020,304,255,12060,0,0,0,0,229,0,269,27736,64946,55584,44518,48680,2134,63034,17088,48185,0,524,10290,2629,294,17787,2134,1374,70,14
"CNRM-ESM2-1","ssp245",2081,36565,78,271,9256,0,0,0,0,73,0,355,19626,67222,51687,31840,36637,913,63844,14026,49916,0,36,7324,12,75,31796,913,5533,2964,0
"EC-Earth3","ssp245",2081,34245,225,428,6774,0,0,0,0,198,0,419,15678,66411,53450,29145,26200,562,65222,11955,50491,0,265,9493,641,216,30604,562,2487,1504,0
"GFDL-ESM4","ssp245",2081,30381,10,140,6440,0,0,0,0,141,0,719,9205,62844,50060,21196,18929,483,64826,6377,54979,0,0,7831,1848,3,38270,483,6711,4140,0
"GISS-E2-1-G","ssp245",2081,41670,22,45,9778,0,0,0,0,37,0,499,20124,68719,52408,27046,27466,766,62815,14688,44986,0,0,4835,0,12,36966,766,4538,2719,0
"MIROC6","ssp245",2081,31895,18,18,8578,0,0,0,0,12,0,166,17602,63495,51938,31501,29708,841,65726,13268,48877,0,13,9483,2753,18,30412,841,5101,2739,0
"MPI-ESM1-2-HR","ssp245",2081,43386,264,296,17212,0,0,0,0,362,0,936,35163,68484,47502,35809,38546,1104,62596,25234,31490,0,0,2030,0,12,29682,1104,10197,5921,3
"MRI-ESM2-0","ssp245",2081,37196,166,414,6787,0,0,0,0,184,0,473,13382,67770,52773,26712,29926,564,62385,8575,54615,0,69,7885,0,118,36468,564,3443,2039,0
