"GCM","scenario","proj.year","Act","Fdi","At","Ep","Pj","Acb","Sb","Sw","Pli","Bb","Bl","Bg","Cw","Dr","Fdc","Mb","Plc","Hw","Pw","Ss","Ps","Bc","Yp","Oc","Lw","Ba","Bp","Yc","Hm","Se"
"EC-Earth3","ssp245",2041,26034,248,360,9822,0,0,0,0,372,0,564,22271,52224,31030,24812,22696,62,62545,17370,9156,0,0,0,0,0,28852,62,9946,5968,1
"GFDL-ESM4","ssp245",2041,15578,43,32,5498,0,0,0,0,55,0,200,10896,48027,30758,20936,17894,148,62938,8974,13212,0,0,0,0,0,32762,148,11768,7326,1
"GISS-E2-1-G","ssp245",2041,28493,91,91,11088,0,0,0,0,221,0,457,22792,52550,31104,23269,22210,308,60077,16203,13162,0,0,0,0,0,36121,308,8237,5180,0
"MIROC6","ssp245",2041,23086,63,87,8487,0,0,0,0,152,0,336,18012,50764,30958,22859,20523,180,62018,14292,12057,0,0,0,0,0,33502,180,10567,6627,0
"MPI-ESM1-2-HR","ssp245",2041,28136,207,148,11336,0,0,0,0,448,0,663,22333,52117,31018,24831,23781,362,57564,13812,13666,0,0,0,0,0,34254,362,12236,7939,0
"MRI-ESM2-0","ssp245",2041,29726,282,438,11620,0,0,0,0,580,0,755,23730,53291,31072,23666,23004,104,58101,15199,14040,0,0,0,0,0,36426,104,6349,3854,0
"ensemble","ssp245",2061,22402,42,57,8032,0,0,0,0,53,0,220,17140,50828,31136,23646,21032,142,61620,12940,12821,0,0,0,0,0,33137,142,7052,4072,0
"ACCESS-ESM1-5","ssp245",2061,17797,216,202,5310,0,0,0,0,283,0,312,13834,47938,31410,26336,22510,343,61445,9875,10889,0,0,0,0,0,20413,343,1323,87,0
"CNRM-ESM2-1","ssp245",2061,23152,70,127,8450,0,0,0,0,91,0,322,18021,51124,31024,23466,21053,81,61677,13622,12192,0,0,0,0,0,33130,81,8760,5202,0
"EC-Earth3","ssp245",2061,17127,174,318,5487,0,0,0,0,188,0,485,12080,49309,31019,21793,18215,8,62367,9510,13254,0,0,0,0,0,32378,8,4554,2853,1
"GFDL-ESM4","ssp245",2061,23119,113,85,8344,0,0,0,0,130,0,278,18388,50820,30998,24110,21609,276,61974,14430,11097,0,0,0,0,0,30979,276,11414,6708,2
"GISS-E2-1-G","ssp245",2061,21874,26,34,7777,0,0,0,0,75,0,225,15876,50590,31068,21754,19426,143,61420,11980,13609,0,0,0,0,0,35750,143,6220,3792,0
"MIROC6","ssp245",2061,17038,26,22,5534,0,0,0,0,39,0,110,11251,48730,30945,22827,19103,170,62150,8788,14076,0,0,0,0,0,33895,170,8156,4904,0
"MPI-ESM1-2-HR","ssp245",2061,24857,59,70,9112,0,0,0,0,103,0,262,18038,51596,31136,25190,23281,218,55881,8984,16376,0,0,0,0,0,34131,218,6225,3786,0
"MRI-ESM2-0","ssp245",2061,26232,237,320,9586,0,0,0,0,367,0,552,20446,52154,31096,23394,21677,82,59435,14134,13265,0,0,0,0,0,34953,82,5519,3378,0
"ensemble","ssp245",2081,15560,17,23,4781,0,0,0,0,16,0,83,10757,48128,31170,23078,19233,124,62530,8382,13422,0,0,0,0,0,31212,124,3873,2206,0
"ACCESS-ESM1-5","ssp245",2081,13438,168,129,3537,0,0,0,0,195,0,231,10719,44956,31412,26706,22325,280,61048,7389,12986,0,0,0,0,0,16594,280,1144,16,0
"CNRM-ESM2-1","ssp245",2081,16535,70,106,5024,0,0,0,0,73,0,226,11432,48874,31120,24096,19838,48,61857,8758,14627,0,0,0,0,0,30389,48,4490,2436,0
"EC-Earth3","ssp245",2081,12420,163,262,3516,0,0,0,0,198,0,402,8972,46826,30990,22547,18067,0,63207,7368,13799,0,0,0,0,0,29246,0,1714,1042,0
"GFDL-ESM4","ssp245",2081,12018,7,97,3985,0,0,0,0,140,0,279,6782,45750,31008,17626,15118,110,63024,4711,14910,0,0,0,0,0,35819,110,5737,3547,0
"GISS-E2-1-G","ssp245",2081,21053,10,11,6868,0,0,0,0,36,0,104,15041,50379,31135,22686,19813,172,60916,11277,13637,0,0,0,0,0,35048,172,3638,2180,0
"MIROC6","ssp245",2081,12013,14,14,4099,0,0,0,0,12,0,30,8869,45199,31096,22338,19153,222,63839,6374,11524,0,0,0,0,0,28632,222,4143,2210,0
"MPI-ESM1-2-HR","ssp245",2081,27382,144,154,10005,0,0,0,0,343,0,463,22275,52338,31258,25910,23948,454,60944,15864,9268,0,0,0,0,0,28126,454,9211,5211,0
"MRI-ESM2-0","ssp245",2081,15797,145,253,4482,0,0,0,0,180,0,356,9604,48735,31047,22997,18852,24,60464,6303,16108,0,0,0,0,0,34750,24,2606,1536,0
