"GCM","scenario","proj.year","Act","Fdi","At","Ep","Pj","Acb","Sb","Sw","Pli","Bb","Bl","Bg","Cw","Dr","Fdc","Mb","Plc","Hw","Pw","Ss","Ps","Bc","Yp","Oc","Lw","Ba","Bp","Yc","Hm","Se"
"GISS-E2-1-G","ssp245",2041,22688,304,256,15566,0,0,0,0,242,0,1526,5481,60845,46101,58260,32580,15765,67308,14529,22166,0,0,0,0,1383,39174,1263,10302,9694,0
"MIROC6","ssp245",2041,18654,194,168,13350,0,0,0,0,192,0,941,4444,58945,44000,58377,27564,12394,66924,14508,26867,0,0,0,1,1328,35710,1482,12959,11567,0
"MPI-ESM1-2-HR","ssp245",2041,14330,524,387,16097,0,0,0,0,531,0,2092,8214,56669,42527,56982,28075,8914,65270,19611,16620,0,0,0,0,1333,36264,5598,17898,13473,0
"MRI-ESM2-0","ssp245",2041,21386,835,738,15114,0,0,0,0,570,0,1210,7037,62552,47999,59250,34406,15608,68413,16576,20022,0,0,0,0,1464,38965,2936,10236,7413,5
"ensemble","ssp245",2061,18195,214,204,12508,0,0,0,0,66,0,521,5212,61418,47765,61592,28850,12688,68120,16914,25372,0,0,0,2,1359,34941,3545,11286,7312,0
"ACCESS-ESM1-5","ssp245",2061,11700,761,734,13922,0,0,0,0,506,0,368,9824,59069,53062,67912,30572,9137,67369,23900,18746,152,152,0,1527,2765,21612,7158,8583,1020,0
"CNRM-ESM2-1","ssp245",2061,19176,429,418,13065,0,0,0,0,110,0,573,5017,60782,45893,60836,29578,12628,67716,15600,26402,0,0,0,0,1389,34911,2178,11673,9012,0
"EC-Earth3","ssp245",2061,18882,875,823,9435,0,0,0,0,267,0,567,3941,62641,49611,61470,27847,14731,69917,12130,33294,6,6,0,1,1548,33833,1688,7020,5102,1
"GFDL-ESM4","ssp245",2061,16244,227,182,14059,0,0,0,0,169,0,718,5509,57520,43446,59616,27343,9489,65415,18082,23297,0,0,0,25,1272,32469,3155,15261,11605,2
"GISS-E2-1-G","ssp245",2061,20288,151,141,11362,0,0,0,0,78,0,753,4025,62226,48499,59797,28604,15360,69227,13009,28763,0,0,0,0,1223,38163,2126,9168,7101,0
"MIROC6","ssp245",2061,13721,55,45,9697,0,0,0,0,52,0,590,3777,60051,46563,60032,22606,10386,69504,14736,30222,0,0,0,209,1366,35908,4553,13522,8884,0
"MPI-ESM1-2-HR","ssp245",2061,8104,266,245,13321,0,0,0,0,110,0,1710,10531,60715,48544,61051,25250,6840,68434,25089,12983,0,0,0,0,1232,35637,12158,17830,6994,0
"MRI-ESM2-0","ssp245",2061,21058,686,604,13445,0,0,0,0,373,0,920,6562,62706,48853,60184,33324,16295,68577,15061,23587,0,0,0,0,1471,36984,2094,8454,6468,5
"ensemble","ssp245",2081,16094,104,100,8897,0,0,0,0,27,0,257,4384,61702,50873,63013,26508,13508,69927,13906,31612,2,2,0,602,1488,32879,3614,8200,4340,0
"ACCESS-ESM1-5","ssp245",2081,7814,574,514,12229,0,0,0,0,404,0,260,10464,56900,52777,69506,29523,7234,67926,21412,21633,524,528,0,2629,2718,17457,7050,8312,1060,0
"CNRM-ESM2-1","ssp245",2081,12127,438,432,9575,0,0,0,0,106,0,356,5739,62200,50124,63819,24464,9295,69776,19501,27074,36,36,0,12,1460,31788,7073,12185,4502,0
"EC-Earth3","ssp245",2081,17430,733,702,7313,0,0,0,0,340,0,419,3775,62390,52396,63513,27724,15098,70027,11178,35884,265,265,0,641,1510,30586,1816,4247,2263,0
"GFDL-ESM4","ssp245",2081,17724,148,146,7089,0,0,0,0,188,0,751,1164,61126,48543,58185,21287,14508,71801,5167,39163,0,0,0,1848,1164,38107,713,7410,6830,0
"GISS-E2-1-G","ssp245",2081,19650,75,71,10506,0,0,0,0,34,0,519,5190,63149,51108,61517,30076,16656,69462,13786,27822,0,0,0,0,1332,36935,2899,7203,4405,0
"MIROC6","ssp245",2081,16052,33,29,9461,0,0,0,0,24,0,168,2454,58475,50374,63086,25312,12013,69670,11044,33223,13,15,0,2753,1640,30193,2068,6966,4678,0
"MPI-ESM1-2-HR","ssp245",2081,16510,494,404,18061,0,0,0,0,414,0,910,8219,58706,45464,61566,31562,10034,65322,22016,16071,0,0,0,0,2136,29631,4024,13728,9214,3
"MRI-ESM2-0","ssp245",2081,14069,594,543,7339,0,0,0,0,200,0,473,5040,63693,51804,62074,24949,13373,71570,14515,31286,69,69,0,0,1346,36359,5679,9094,3212,0
