"GCM","scenario","proj.year","Act","Fdi","At","Ep","Pj","Acb","Sb","Sw","Pli","Bb","Bl","Bg","Cw","Dr","Fdc","Mb","Plc","Hw","Pw","Ss","Ps","Bc","Yp","Oc","Lw","Ba","Bp","Yc","Hm","Se"
"MRI-ESM2-0","ssp245",2041,20546,712,486,10947,0,0,0,0,789,0,458,1,52887,31831,61081,22817,25420,63514,3877,2528,0,0,0,0,9027,5404,0,4696,7413,4
"ensemble","ssp245",2061,17368,254,162,10631,0,0,0,0,202,0,64,37,51024,31532,63584,19542,24343,62763,4478,9650,0,0,0,2,9044,7086,0,4853,7312,0
"ACCESS-ESM1-5","ssp245",2061,10036,781,119,9882,0,0,0,0,590,0,14,46,46868,33399,71488,15168,15204,58225,9057,13524,152,0,0,1145,8544,11335,0,673,1020,0
"CNRM-ESM2-1","ssp245",2061,18370,518,320,11338,0,0,0,0,406,0,67,35,50427,30397,62089,20466,25119,62392,3112,8898,0,0,0,0,9854,5113,0,6107,9012,0
"EC-Earth3","ssp245",2061,18006,1047,683,8170,0,0,0,0,798,0,100,37,49386,32736,62341,20326,29904,64140,2666,14698,6,0,0,1,7112,3004,0,3455,5102,1
"GFDL-ESM4","ssp245",2061,15758,236,105,12518,0,0,0,0,212,0,240,100,49025,28878,61420,17952,20143,60016,4005,9472,0,0,0,19,10954,8765,0,8238,11604,1
"GISS-E2-1-G","ssp245",2061,19716,158,65,9615,0,0,0,0,156,0,112,24,51065,32080,61228,21020,29945,64368,2808,10201,0,0,0,0,7763,4759,0,4508,7101,0
"MIROC6","ssp245",2061,13338,50,22,8077,0,0,0,0,51,0,97,65,49388,30538,62531,14375,25793,63591,5133,15069,0,0,0,157,6790,9558,0,6061,8884,0
"MPI-ESM1-2-HR","ssp245",2061,7198,312,143,6786,0,0,0,0,271,0,186,25,52250,32356,66809,9539,10238,60211,11851,7482,0,0,0,0,4926,20650,0,4446,6994,0
"MRI-ESM2-0","ssp245",2061,20226,690,490,10258,0,0,0,0,619,0,274,12,51950,32264,61528,22983,26932,63361,3052,5874,0,0,0,0,8532,4062,0,4062,6468,4
"ensemble","ssp245",2081,15170,125,80,7375,0,0,0,0,96,0,7,28,49115,32905,64943,17570,27751,63750,4606,16142,2,0,0,452,6063,6496,0,2838,4340,0
"ACCESS-ESM1-5","ssp245",2081,6022,577,56,7462,0,0,0,0,418,0,18,88,44001,32498,73028,11317,14718,57260,9178,17594,524,12,0,1972,6219,10834,0,705,1060,0
"CNRM-ESM2-1","ssp245",2081,11090,535,304,7479,0,0,0,0,406,0,12,20,51072,33108,67360,13623,20141,63127,8127,15588,36,0,0,9,6058,11636,0,3019,4502,0
"EC-Earth3","ssp245",2081,16728,839,372,6412,0,0,0,0,629,0,43,42,47972,34146,64424,19400,30014,63696,2608,19144,265,0,0,481,5622,3109,0,1541,2263,0
"GFDL-ESM4","ssp245",2081,17466,17,96,6320,0,0,0,0,147,0,129,50,48436,31460,58925,16308,36012,65168,1204,18639,0,0,0,1386,3812,2420,0,4314,6830,0
"GISS-E2-1-G","ssp245",2081,18966,84,26,8319,0,0,0,0,76,0,50,17,50932,33537,63165,21411,29251,64067,3596,10960,0,0,0,0,6654,5555,0,2738,4405,0
"MIROC6","ssp245",2081,15898,29,14,8423,0,0,0,0,26,0,5,89,45583,31396,64197,16967,30162,61800,2882,18143,13,6,0,2065,7544,4607,0,3151,4678,0
"MPI-ESM1-2-HR","ssp245",2081,15657,454,207,14292,0,0,0,0,496,0,384,114,50738,29631,63918,18928,17232,59230,5392,4907,0,0,0,0,12566,8945,0,6150,9214,3
"MRI-ESM2-0","ssp245",2081,13244,685,507,4722,0,0,0,0,539,0,116,5,50507,34131,64982,15438,27268,65299,6564,16032,69,0,0,0,3578,9100,0,2155,3212,0
