"GCM","scenario","proj.year","Act","Fdi","At","Ep","Pj","Acb","Sb","Sw","Pli","Bb","Bl","Bg","Cw","Dr","Fdc","Mb","Plc","Hw","Pw","Ss","Ps","Bc","Yp","Oc","Lw","Ba","Bp","Yc","Hm","Se"
"ensemble","ssp245",2041,55289,190,346,31070,0,0,0,0,279,0,1287,33752,73169,60638,39485,44131,1624,74612,30049,41301,0,0,2332,0,46,35698,1624,15035,13618,0
"ACCESS-ESM1-5","ssp245",2041,59179,355,484,30540,0,0,0,0,274,0,740,39229,73381,70954,51102,66468,4000,74486,29573,44178,0,15,6366,905,335,25452,4000,4908,1753,87
"CNRM-ESM2-1","ssp245",2041,56336,338,716,34827,0,0,0,0,502,0,1919,37016,71815,57972,40537,44608,1714,74577,33102,36548,0,0,633,0,60,35639,1714,17592,15831,0
"EC-Earth3","ssp245",2041,53994,453,1076,31359,0,0,0,0,598,0,1147,36628,74241,60412,41865,44960,1536,74635,35060,37998,0,0,3741,0,453,30738,1536,14470,13122,2
"GFDL-ESM4","ssp245",2041,37976,91,97,18042,0,0,0,0,77,0,632,19154,70790,58730,35202,40911,1219,74151,18731,51741,0,0,9683,458,30,35362,1219,16706,15207,6
"GISS-E2-1-G","ssp245",2041,59160,204,340,29614,0,0,0,0,338,0,1926,29438,73099,63212,35464,37901,1417,74730,25860,45042,0,0,1400,0,14,40481,1417,12316,11188,0
"MIROC6","ssp245",2041,49209,134,219,25242,0,0,0,0,208,0,1187,26859,72678,60321,36779,39652,1297,74630,25795,44768,0,0,5197,1,34,36775,1297,15155,14051,0
"MPI-ESM1-2-HR","ssp245",2041,54458,530,556,31133,0,0,0,0,567,0,2843,32942,69503,58540,38986,48572,1504,74363,24985,42396,0,0,1219,0,31,37431,1504,17081,15334,0
"MRI-ESM2-0","ssp245",2041,63043,400,978,28979,0,0,0,0,889,0,1770,30807,73547,65046,34055,39875,1235,74739,24324,48407,0,0,488,0,399,40221,1235,9969,8711,5
"ensemble","ssp245",2061,52871,74,261,23962,0,0,0,0,84,0,742,27191,74127,65171,38102,45065,1676,74685,24513,48316,0,0,5980,2,56,35649,1676,10701,9165,0
"ACCESS-ESM1-5","ssp245",2061,53613,701,780,26810,0,0,0,0,623,0,719,35489,72961,72591,52435,65734,3752,74715,27706,46392,0,202,10380,1527,701,21932,3752,2213,363,1
"CNRM-ESM2-1","ssp245",2061,51716,123,529,25086,0,0,0,0,155,0,903,28116,73901,62592,37824,42067,1468,74657,25684,46978,0,0,5461,0,123,35632,1468,12946,11458,0
"EC-Earth3","ssp245",2061,48395,329,1059,17587,0,0,0,0,312,0,1081,19982,74609,66977,34558,37932,1079,74740,18459,55000,0,8,9660,1,329,34218,1079,7229,6703,1
"GFDL-ESM4","ssp245",2061,48854,187,241,27159,0,0,0,0,187,0,895,30939,71607,59775,41137,46949,1619,74231,29268,40983,0,0,5013,25,30,33609,1619,16284,13922,3
"GISS-E2-1-G","ssp245",2061,52893,63,180,21326,0,0,0,0,135,0,991,22286,73933,65985,33335,37521,1278,74739,20295,52181,0,0,6018,0,29,39091,1278,9689,8573,0
"MIROC6","ssp245",2061,44178,49,56,17813,0,0,0,0,56,0,767,19093,73101,63668,37744,46269,1331,74722,17783,53603,0,0,9452,209,13,36976,1334,12171,10649,1
"MPI-ESM1-2-HR","ssp245",2061,57451,114,314,25980,0,0,0,0,177,0,2825,29894,71434,66391,39732,61081,1782,74520,17809,52469,0,0,2712,0,43,36500,1784,9700,7554,0
"MRI-ESM2-0","ssp245",2061,59454,350,796,25539,0,0,0,0,538,0,1417,28497,73965,66164,34555,38720,1273,74740,23681,49208,0,0,2643,0,350,37868,1273,8692,7775,5
"ensemble","ssp245",2081,47173,36,127,16589,0,0,0,0,27,0,382,20139,73950,69067,38552,45616,1904,74737,17795,55572,0,3,10699,602,32,33341,1904,6353,5396,0
"ACCESS-ESM1-5","ssp245",2081,46450,552,510,23865,0,0,0,0,458,0,503,33569,71292,72698,57531,70350,4267,74592,22966,50855,0,699,13492,2629,561,18023,4267,1832,135,20
"CNRM-ESM2-1","ssp245",2081,48106,143,536,18439,0,0,0,0,141,0,669,22395,74421,68307,40970,54929,1826,74721,18761,54983,0,48,9750,12,143,32404,1826,7325,5809,0
"EC-Earth3","ssp245",2081,45171,415,839,13342,0,0,0,0,378,0,809,17810,73737,70892,37490,41118,1125,74740,16095,57374,0,353,12540,641,415,30801,1125,3331,3005,0
"GFDL-ESM4","ssp245",2081,40243,14,193,12697,0,0,0,0,189,0,961,10446,72025,66425,29224,30649,966,74740,8538,63855,0,0,10441,1848,5,39609,966,9142,8122,0
"GISS-E2-1-G","ssp245",2081,55044,36,88,19534,0,0,0,0,65,0,725,22436,74190,69367,34864,40439,1533,74740,19612,53243,0,0,6447,0,23,37605,1533,6101,5270,0
"MIROC6","ssp245",2081,41963,29,34,17137,0,0,0,0,20,0,239,19832,71623,68693,42072,45458,1682,74722,17754,54894,0,17,12641,2753,28,31155,1682,6704,5309,0
"MPI-ESM1-2-HR","ssp245",2081,57133,358,540,34167,0,0,0,0,520,0,1269,38979,73686,62599,45572,53435,2209,74613,33763,37319,0,0,2707,0,24,30629,2209,13363,11367,3
"MRI-ESM2-0","ssp245",2081,49221,229,716,13429,0,0,0,0,255,0,855,15705,74378,69988,34574,45919,1129,74740,11511,61847,0,92,10483,0,229,36860,1129,4687,4033,0
